Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds
0 days 02:04:53.426000,ALO,14,0 days 00:01:40.400000,37.0,3.0,,,0 days 00:00:26.770000,0 days 00:00:30.271000,0 days 00:00:43.359000,0 days 02:03:39.831000,0 days 02:04:10.102000,0 days 02:04:53.461000,275.0,269.0,259.0,311.0,False,SOFT,14.0,True,Aston Martin,0 days 02:03:13.026000,2024-04-21 08:11:31.699,1,5.0,False,,False,True,100.4
0 days 02:06:33.545000,ALO,14,0 days 00:01:40.119000,38.0,3.0,,,0 days 00:00:26.763000,0 days 00:00:30.127000,0 days 00:00:43.229000,0 days 02:05:20.224000,0 days 02:05:50.351000,0 days 02:06:33.580000,274.0,269.0,258.0,313.0,False,SOFT,15.0,True,Aston Martin,0 days 02:04:53.426000,2024-04-21 08:13:12.099,1,5.0,False,,False,True,100.119
0 days 02:08:13.992000,ALO,14,0 days 00:01:40.447000,39.0,3.0,,,0 days 00:00:26.810000,0 days 00:00:30.192000,0 days 00:00:43.445000,0 days 02:07:00.390000,0 days 02:07:30.582000,0 days 02:08:14.027000,274.0,270.0,258.0,312.0,False,SOFT,16.0,True,Aston Martin,0 days 02:06:33.545000,2024-04-21 08:14:52.218,1,5.0,False,,False,True,100.447
0 days 02:09:54.685000,ALO,14,0 days 00:01:40.693000,40.0,3.0,,,0 days 00:00:26.836000,0 days 00:00:30.395000,0 days 00:00:43.462000,0 days 02:08:40.863000,0 days 02:09:11.258000,0 days 02:09:54.720000,273.0,269.0,257.0,310.0,False,SOFT,17.0,True,Aston Martin,0 days 02:08:13.992000,2024-04-21 08:16:32.665,1,5.0,False,,False,True,100.693
0 days 02:11:35.504000,ALO,14,0 days 00:01:40.819000,41.0,3.0,,,0 days 00:00:26.929000,0 days 00:00:30.338000,0 days 00:00:43.552000,0 days 02:10:21.649000,0 days 02:10:51.987000,0 days 02:11:35.539000,274.0,270.0,259.0,308.0,False,SOFT,18.0,True,Aston Martin,0 days 02:09:54.685000,2024-04-21 08:18:13.358,1,5.0,False,,False,True,100.819
0 days 02:13:16.298000,ALO,14,0 days 00:01:40.794000,42.0,3.0,,,0 days 00:00:26.912000,0 days 00:00:30.407000,0 days 00:00:43.475000,0 days 02:12:02.451000,0 days 02:12:32.858000,0 days 02:13:16.333000,273.0,269.0,259.0,308.0,False,SOFT,19.0,True,Aston Martin,0 days 02:11:35.504000,2024-04-21 08:19:54.177,1,5.0,False,,False,True,100.794
0 days 02:18:37.338000,ALO,14,0 days 00:01:37.810000,45.0,4.0,,,0 days 00:00:26.106000,0 days 00:00:29.306000,0 days 00:00:42.398000,0 days 02:17:25.669000,0 days 02:17:54.975000,0 days 02:18:37.373000,276.0,261.0,259.0,332.0,True,MEDIUM,2.0,True,Aston Martin,0 days 02:16:59.528000,2024-04-21 08:25:18.201,1,11.0,False,,False,True,97.81
0 days 02:20:16.897000,ALO,14,0 days 00:01:39.559000,46.0,4.0,,,0 days 00:00:26.370000,0 days 00:00:30.123000,0 days 00:00:43.066000,0 days 02:19:03.743000,0 days 02:19:33.866000,0 days 02:20:16.932000,277.0,271.0,259.0,310.0,False,MEDIUM,3.0,True,Aston Martin,0 days 02:18:37.338000,2024-04-21 08:26:56.011,1,10.0,False,,False,True,99.559
0 days 02:21:56.860000,ALO,14,0 days 00:01:39.963000,47.0,4.0,,,0 days 00:00:26.627000,0 days 00:00:30.342000,0 days 00:00:42.994000,0 days 02:20:43.559000,0 days 02:21:13.901000,0 days 02:21:56.895000,271.0,269.0,260.0,335.0,False,MEDIUM,4.0,True,Aston Martin,0 days 02:20:16.897000,2024-04-21 08:28:35.570,1,9.0,False,,False,True,99.963
0 days 02:23:36.697000,ALO,14,0 days 00:01:39.837000,48.0,4.0,,,0 days 00:00:26.620000,0 days 00:00:29.807000,0 days 00:00:43.410000,0 days 02:22:23.515000,0 days 02:22:53.322000,0 days 02:23:36.732000,277.0,271.0,255.0,331.0,False,MEDIUM,5.0,True,Aston Martin,0 days 02:21:56.860000,2024-04-21 08:30:15.533,1,9.0,False,,False,True,99.837
0 days 02:25:16.100000,ALO,14,0 days 00:01:39.403000,49.0,4.0,,,0 days 00:00:26.485000,0 days 00:00:29.940000,0 days 00:00:42.978000,0 days 02:24:03.217000,0 days 02:24:33.157000,0 days 02:25:16.135000,279.0,271.0,260.0,333.0,False,MEDIUM,6.0,True,Aston Martin,0 days 02:23:36.697000,2024-04-21 08:31:55.370,1,7.0,False,,False,True,99.403
0 days 02:26:55.274000,ALO,14,0 days 00:01:39.174000,50.0,4.0,,,0 days 00:00:26.460000,0 days 00:00:29.793000,0 days 00:00:42.921000,0 days 02:25:42.595000,0 days 02:26:12.388000,0 days 02:26:55.309000,276.0,270.0,260.0,307.0,False,MEDIUM,7.0,True,Aston Martin,0 days 02:25:16.100000,2024-04-21 08:33:34.773,1,7.0,False,,False,True,99.174
0 days 02:28:34.761000,ALO,14,0 days 00:01:39.487000,51.0,4.0,,,0 days 00:00:26.457000,0 days 00:00:29.983000,0 days 00:00:43.047000,0 days 02:27:21.766000,0 days 02:27:51.749000,0 days 02:28:34.796000,275.0,269.0,260.0,307.0,False,MEDIUM,8.0,True,Aston Martin,0 days 02:26:55.274000,2024-04-21 08:35:13.947,1,7.0,False,,False,True,99.487
0 days 02:30:14.157000,ALO,14,0 days 00:01:39.396000,52.0,4.0,,,0 days 00:00:26.333000,0 days 00:00:29.858000,0 days 00:00:43.205000,0 days 02:29:01.129000,0 days 02:29:30.987000,0 days 02:30:14.192000,274.0,270.0,259.0,307.0,False,MEDIUM,9.0,True,Aston Martin,0 days 02:28:34.761000,2024-04-21 08:36:53.434,1,7.0,False,,False,True,99.396
0 days 02:31:53.714000,ALO,14,0 days 00:01:39.557000,53.0,4.0,,,0 days 00:00:26.571000,0 days 00:00:29.849000,0 days 00:00:43.137000,0 days 02:30:40.763000,0 days 02:31:10.612000,0 days 02:31:53.749000,275.0,271.0,260.0,309.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:30:14.157000,2024-04-21 08:38:32.830,1,7.0,False,,False,True,99.557
0 days 02:33:34.091000,ALO,14,0 days 00:01:40.377000,54.0,4.0,,,0 days 00:00:26.704000,0 days 00:00:30.061000,0 days 00:00:43.612000,0 days 02:32:20.453000,0 days 02:32:50.514000,0 days 02:33:34.126000,275.0,271.0,259.0,310.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:31:53.714000,2024-04-21 08:40:12.387,1,7.0,False,,False,True,100.377
0 days 02:35:14.147000,ALO,14,0 days 00:01:40.056000,55.0,4.0,,,0 days 00:00:26.627000,0 days 00:00:30.198000,0 days 00:00:43.231000,0 days 02:34:00.753000,0 days 02:34:30.951000,0 days 02:35:14.182000,276.0,271.0,260.0,308.0,False,MEDIUM,12.0,True,Aston Martin,0 days 02:33:34.091000,2024-04-21 08:41:52.764,1,7.0,False,,False,True,100.056
0 days 02:36:54.396000,ALO,14,0 days 00:01:40.249000,56.0,4.0,,,0 days 00:00:26.832000,0 days 00:00:30.149000,0 days 00:00:43.268000,0 days 02:35:41.014000,0 days 02:36:11.163000,0 days 02:36:54.431000,278.0,271.0,260.0,307.0,False,MEDIUM,13.0,True,Aston Martin,0 days 02:35:14.147000,2024-04-21 08:43:32.820,1,7.0,False,,False,True,100.249
0 days 00:57:06.584000,BOT,77,0 days 00:01:48.149000,1.0,1.0,,,,0 days 00:00:32.270000,0 days 00:00:44.817000,,0 days 00:56:21.860000,0 days 00:57:06.815000,278.0,272.0,253.0,315.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,11.0,False,,False,False,108.149
0 days 00:58:49.625000,BOT,77,0 days 00:01:43.041000,2.0,1.0,,,0 days 00:00:27.648000,0 days 00:00:31.229000,0 days 00:00:44.164000,0 days 00:57:34.270000,0 days 00:58:05.499000,0 days 00:58:49.663000,277.0,267.0,259.0,341.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:57:06.584000,2024-04-21 07:05:25.257,1,11.0,False,,False,True,103.041
0 days 01:00:32.173000,BOT,77,0 days 00:01:42.548000,3.0,1.0,,,0 days 00:00:27.242000,0 days 00:00:31.336000,0 days 00:00:43.970000,0 days 00:59:16.905000,0 days 00:59:48.241000,0 days 01:00:32.211000,274.0,267.0,259.0,333.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 00:58:49.625000,2024-04-21 07:07:08.298,1,11.0,False,,False,True,102.548
0 days 01:02:15.205000,BOT,77,0 days 00:01:43.032000,4.0,1.0,,,0 days 00:00:27.247000,0 days 00:00:31.432000,0 days 00:00:44.353000,0 days 01:00:59.458000,0 days 01:01:30.890000,0 days 01:02:15.243000,269.0,260.0,258.0,320.0,False,MEDIUM,4.0,True,Kick Sauber,0 days 01:00:32.173000,2024-04-21 07:08:50.846,1,11.0,False,,False,True,103.032
0 days 01:03:58.397000,BOT,77,0 days 00:01:43.192000,5.0,1.0,,,0 days 00:00:27.299000,0 days 00:00:31.575000,0 days 00:00:44.318000,0 days 01:02:42.542000,0 days 01:03:14.117000,0 days 01:03:58.435000,273.0,264.0,258.0,328.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 01:02:15.205000,2024-04-21 07:10:33.878,1,11.0,False,,False,True,103.192
0 days 01:05:41.548000,BOT,77,0 days 00:01:43.151000,6.0,1.0,,,0 days 00:00:27.357000,0 days 00:00:31.453000,0 days 00:00:44.341000,0 days 01:04:25.792000,0 days 01:04:57.245000,0 days 01:05:41.586000,273.0,265.0,257.0,334.0,False,MEDIUM,6.0,True,Kick Sauber,0 days 01:03:58.397000,2024-04-21 07:12:17.070,1,11.0,False,,False,True,103.151
0 days 01:07:24.507000,BOT,77,0 days 00:01:42.959000,7.0,1.0,,,0 days 00:00:27.557000,0 days 00:00:31.510000,0 days 00:00:43.892000,0 days 01:06:09.143000,0 days 01:06:40.653000,0 days 01:07:24.545000,273.0,264.0,252.0,335.0,False,MEDIUM,7.0,True,Kick Sauber,0 days 01:05:41.548000,2024-04-21 07:14:00.221,1,10.0,False,,False,True,102.959
0 days 01:09:07.957000,BOT,77,0 days 00:01:43.450000,8.0,1.0,,,0 days 00:00:27.595000,0 days 00:00:31.172000,0 days 00:00:44.683000,0 days 01:07:52.140000,0 days 01:08:23.312000,0 days 01:09:07.995000,267.0,262.0,252.0,306.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 01:07:24.507000,2024-04-21 07:15:43.180,1,10.0,False,,False,True,103.45
0 days 01:14:38.226000,BOT,77,0 days 00:01:41.276000,11.0,2.0,,,0 days 00:00:27.030000,0 days 00:00:30.426000,0 days 00:00:43.820000,0 days 01:13:24.018000,0 days 01:13:54.444000,0 days 01:14:38.264000,269.0,263.0,254.0,308.0,True,HARD,2.0,True,Kick Sauber,0 days 01:12:56.950000,2024-04-21 07:21:15.623,1,15.0,False,,False,True,101.276
0 days 01:16:20.220000,BOT,77,0 days 00:01:41.994000,12.0,2.0,,,0 days 00:00:27.306000,0 days 00:00:30.865000,0 days 00:00:43.823000,0 days 01:15:05.570000,0 days 01:15:36.435000,0 days 01:16:20.258000,268.0,261.0,254.0,309.0,False,HARD,3.0,True,Kick Sauber,0 days 01:14:38.226000,2024-04-21 07:22:56.899,1,14.0,False,,False,True,101.994
0 days 01:18:02.364000,BOT,77,0 days 00:01:42.144000,13.0,2.0,,,0 days 00:00:27.393000,0 days 00:00:30.725000,0 days 00:00:44.026000,0 days 01:16:47.651000,0 days 01:17:18.376000,0 days 01:18:02.402000,266.0,262.0,253.0,306.0,False,HARD,4.0,True,Kick Sauber,0 days 01:16:20.220000,2024-04-21 07:24:38.893,1,13.0,False,,False,True,102.144
0 days 01:19:44.723000,BOT,77,0 days 00:01:42.359000,14.0,2.0,,,0 days 00:00:27.546000,0 days 00:00:30.783000,0 days 00:00:44.030000,0 days 01:18:29.948000,0 days 01:19:00.731000,0 days 01:19:44.761000,263.0,259.0,254.0,304.0,False,HARD,5.0,True,Kick Sauber,0 days 01:18:02.364000,2024-04-21 07:26:21.037,1,13.0,False,,False,True,102.359
0 days 01:21:27.114000,BOT,77,0 days 00:01:42.391000,15.0,2.0,,,0 days 00:00:27.389000,0 days 00:00:30.819000,0 days 00:00:44.183000,0 days 01:20:12.150000,0 days 01:20:42.969000,0 days 01:21:27.152000,267.0,262.0,253.0,308.0,False,HARD,6.0,True,Kick Sauber,0 days 01:19:44.723000,2024-04-21 07:28:03.396,1,12.0,False,,False,True,102.391
0 days 01:23:09.329000,BOT,77,0 days 00:01:42.215000,16.0,2.0,,,0 days 00:00:27.116000,0 days 00:00:30.773000,0 days 00:00:44.326000,0 days 01:21:54.268000,0 days 01:22:25.041000,0 days 01:23:09.367000,273.0,265.0,254.0,310.0,False,HARD,7.0,True,Kick Sauber,0 days 01:21:27.114000,2024-04-21 07:29:45.787,1,12.0,False,,False,True,102.215
0 days 01:24:51.935000,BOT,77,0 days 00:01:42.606000,17.0,2.0,,,0 days 00:00:27.347000,0 days 00:00:30.971000,0 days 00:00:44.288000,0 days 01:23:36.714000,0 days 01:24:07.685000,0 days 01:24:51.973000,273.0,266.0,253.0,330.0,False,HARD,8.0,True,Kick Sauber,0 days 01:23:09.329000,2024-04-21 07:31:28.002,1,11.0,False,,False,True,102.606
0 days 01:26:34.703000,BOT,77,0 days 00:01:42.768000,18.0,2.0,,,0 days 00:00:27.472000,0 days 00:00:30.886000,0 days 00:00:44.410000,0 days 01:25:19.445000,0 days 01:25:50.331000,0 days 01:26:34.741000,268.0,261.0,254.0,308.0,False,HARD,9.0,True,Kick Sauber,0 days 01:24:51.935000,2024-04-21 07:33:10.608,1,11.0,False,,False,True,102.768
0 days 01:28:16.955000,BOT,77,0 days 00:01:42.252000,19.0,2.0,,,0 days 00:00:27.245000,0 days 00:00:30.664000,0 days 00:00:44.343000,0 days 01:27:01.986000,0 days 01:27:32.650000,0 days 01:28:16.993000,267.0,262.0,255.0,306.0,False,HARD,10.0,True,Kick Sauber,0 days 01:26:34.703000,2024-04-21 07:34:53.376,1,11.0,False,,False,True,102.252
0 days 00:57:08.342000,GAS,10,0 days 00:01:49.907000,1.0,1.0,,,,0 days 00:00:32.305000,0 days 00:00:45.417000,,0 days 00:56:23.041000,0 days 00:57:08.360000,279.0,266.0,252.0,310.0,False,MEDIUM,1.0,True,Alpine,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,14.0,False,,False,False,109.907
0 days 00:58:51.521000,GAS,10,0 days 00:01:43.179000,2.0,1.0,,,0 days 00:00:27.391000,0 days 00:00:31.424000,0 days 00:00:44.364000,0 days 00:57:35.751000,0 days 00:58:07.175000,0 days 00:58:51.539000,270.0,264.0,259.0,334.0,True,MEDIUM,2.0,True,Alpine,0 days 00:57:08.342000,2024-04-21 07:05:27.015,1,14.0,False,,False,True,103.179
0 days 01:00:34.533000,GAS,10,0 days 00:01:43.012000,3.0,1.0,,,0 days 00:00:27.238000,0 days 00:00:31.321000,0 days 00:00:44.453000,0 days 00:59:18.777000,0 days 00:59:50.098000,0 days 01:00:34.551000,270.0,262.0,258.0,329.0,True,MEDIUM,3.0,True,Alpine,0 days 00:58:51.521000,2024-04-21 07:07:10.194,1,14.0,False,,False,True,103.012
0 days 01:02:17.380000,GAS,10,0 days 00:01:42.847000,4.0,1.0,,,0 days 00:00:27.150000,0 days 00:00:31.250000,0 days 00:00:44.447000,0 days 01:01:01.701000,0 days 01:01:32.951000,0 days 01:02:17.398000,269.0,261.0,256.0,335.0,False,MEDIUM,4.0,True,Alpine,0 days 01:00:34.533000,2024-04-21 07:08:53.206,1,14.0,True,TRACK LIMITS AT TURN 14 LAP 4 ,False,True,102.847
0 days 01:04:00.932000,GAS,10,0 days 00:01:43.552000,5.0,1.0,,,0 days 00:00:27.593000,0 days 00:00:31.399000,0 days 00:00:44.560000,0 days 01:02:44.991000,0 days 01:03:16.390000,0 days 01:04:00.950000,267.0,265.0,256.0,329.0,False,MEDIUM,5.0,True,Alpine,0 days 01:02:17.380000,2024-04-21 07:10:36.053,1,14.0,False,,False,True,103.552
0 days 01:05:44.426000,GAS,10,0 days 00:01:43.494000,6.0,1.0,,,0 days 00:00:27.579000,0 days 00:00:31.338000,0 days 00:00:44.577000,0 days 01:04:28.529000,0 days 01:04:59.867000,0 days 01:05:44.444000,266.0,259.0,256.0,323.0,False,MEDIUM,6.0,True,Alpine,0 days 01:04:00.932000,2024-04-21 07:12:19.605,1,14.0,False,,False,True,103.494
0 days 01:07:27.778000,GAS,10,0 days 00:01:43.352000,7.0,1.0,,,0 days 00:00:27.528000,0 days 00:00:31.299000,0 days 00:00:44.525000,0 days 01:06:11.972000,0 days 01:06:43.271000,0 days 01:07:27.796000,267.0,260.0,258.0,326.0,False,MEDIUM,7.0,True,Alpine,0 days 01:05:44.426000,2024-04-21 07:14:03.099,1,14.0,False,,False,True,103.352
0 days 01:09:11.649000,GAS,10,0 days 00:01:43.871000,8.0,1.0,,,0 days 00:00:27.673000,0 days 00:00:31.519000,0 days 00:00:44.679000,0 days 01:07:55.469000,0 days 01:08:26.988000,0 days 01:09:11.667000,267.0,259.0,258.0,325.0,False,MEDIUM,8.0,True,Alpine,0 days 01:07:27.778000,2024-04-21 07:15:46.451,1,13.0,False,,False,True,103.871
0 days 01:10:55.340000,GAS,10,0 days 00:01:43.691000,9.0,1.0,,,0 days 00:00:27.522000,0 days 00:00:31.562000,0 days 00:00:44.607000,0 days 01:09:39.189000,0 days 01:10:10.751000,0 days 01:10:55.358000,269.0,259.0,257.0,323.0,False,MEDIUM,9.0,True,Alpine,0 days 01:09:11.649000,2024-04-21 07:17:30.322,1,10.0,False,,False,True,103.691
0 days 01:12:38.775000,GAS,10,0 days 00:01:43.435000,10.0,1.0,,,0 days 00:00:27.311000,0 days 00:00:31.437000,0 days 00:00:44.687000,0 days 01:11:22.669000,0 days 01:11:54.106000,0 days 01:12:38.793000,264.0,256.0,251.0,300.0,False,MEDIUM,10.0,True,Alpine,0 days 01:10:55.340000,2024-04-21 07:19:14.013,1,9.0,False,,False,True,103.435
0 days 01:18:26.223000,GAS,10,0 days 00:01:41.071000,13.0,2.0,,,0 days 00:00:27.043000,0 days 00:00:30.265000,0 days 00:00:43.763000,0 days 01:17:12.213000,0 days 01:17:42.478000,0 days 01:18:26.241000,264.0,259.0,253.0,302.0,True,HARD,2.0,True,Alpine,0 days 01:16:45.152000,2024-04-21 07:25:03.825,1,20.0,False,,False,True,101.071
0 days 01:20:08.116000,GAS,10,0 days 00:01:41.893000,14.0,2.0,,,0 days 00:00:27.333000,0 days 00:00:30.439000,0 days 00:00:44.121000,0 days 01:18:53.574000,0 days 01:19:24.013000,0 days 01:20:08.134000,264.0,258.0,253.0,302.0,False,HARD,3.0,True,Alpine,0 days 01:18:26.223000,2024-04-21 07:26:44.896,1,20.0,False,,False,True,101.893
0 days 01:21:49.795000,GAS,10,0 days 00:01:41.679000,15.0,2.0,,,0 days 00:00:27.204000,0 days 00:00:30.382000,0 days 00:00:44.093000,0 days 01:20:35.338000,0 days 01:21:05.720000,0 days 01:21:49.813000,264.0,258.0,253.0,301.0,False,HARD,4.0,True,Alpine,0 days 01:20:08.116000,2024-04-21 07:28:26.789,1,20.0,False,,False,True,101.679
0 days 01:23:31.902000,GAS,10,0 days 00:01:42.107000,16.0,2.0,,,0 days 00:00:27.248000,0 days 00:00:30.667000,0 days 00:00:44.192000,0 days 01:22:17.061000,0 days 01:22:47.728000,0 days 01:23:31.920000,264.0,257.0,252.0,298.0,False,HARD,5.0,True,Alpine,0 days 01:21:49.795000,2024-04-21 07:30:08.468,1,20.0,False,,False,True,102.107
0 days 01:25:13.858000,GAS,10,0 days 00:01:41.956000,17.0,2.0,,,0 days 00:00:27.303000,0 days 00:00:30.519000,0 days 00:00:44.134000,0 days 01:23:59.223000,0 days 01:24:29.742000,0 days 01:25:13.876000,265.0,257.0,254.0,298.0,False,HARD,6.0,True,Alpine,0 days 01:23:31.902000,2024-04-21 07:31:50.575,1,20.0,False,,False,True,101.956
0 days 01:26:55.670000,GAS,10,0 days 00:01:41.812000,18.0,2.0,,,0 days 00:00:27.118000,0 days 00:00:30.516000,0 days 00:00:44.178000,0 days 01:25:40.994000,0 days 01:26:11.510000,0 days 01:26:55.688000,263.0,257.0,254.0,297.0,False,HARD,7.0,True,Alpine,0 days 01:25:13.858000,2024-04-21 07:33:32.531,1,19.0,False,,False,True,101.812
0 days 01:28:37.806000,GAS,10,0 days 00:01:42.136000,19.0,2.0,,,0 days 00:00:27.302000,0 days 00:00:30.451000,0 days 00:00:44.383000,0 days 01:27:22.990000,0 days 01:27:53.441000,0 days 01:28:37.824000,261.0,257.0,255.0,296.0,False,HARD,8.0,True,Alpine,0 days 01:26:55.670000,2024-04-21 07:35:14.343,1,19.0,False,,False,True,102.136
0 days 01:30:20.035000,GAS,10,0 days 00:01:42.229000,20.0,2.0,,,0 days 00:00:27.252000,0 days 00:00:30.520000,0 days 00:00:44.457000,0 days 01:29:05.076000,0 days 01:29:35.596000,0 days 01:30:20.053000,263.0,251.0,253.0,296.0,False,HARD,9.0,True,Alpine,0 days 01:28:37.806000,2024-04-21 07:36:56.479,12,18.0,False,,False,True,102.229
0 days 01:41:15.223000,GAS,10,0 days 00:01:49.465000,25.0,3.0,,,0 days 00:00:29.146000,0 days 00:00:33.221000,0 days 00:00:47.098000,0 days 01:39:54.922000,0 days 01:40:28.143000,0 days 01:41:15.241000,251.0,241.0,245.0,285.0,False,HARD,2.0,True,Alpine,0 days 01:39:25.758000,2024-04-21 07:47:44.431,4,19.0,False,,False,False,109.465
0 days 01:56:41.770000,GAS,10,0 days 00:01:41.886000,32.0,3.0,,,0 days 00:00:26.989000,0 days 00:00:30.760000,0 days 00:00:44.137000,0 days 01:55:26.891000,0 days 01:55:57.651000,0 days 01:56:41.788000,272.0,263.0,256.0,315.0,False,HARD,9.0,True,Alpine,0 days 01:54:59.884000,2024-04-21 08:03:18.557,1,16.0,False,,False,True,101.886
0 days 01:58:23.817000,GAS,10,0 days 00:01:42.047000,33.0,3.0,,,0 days 00:00:27.021000,0 days 00:00:30.957000,0 days 00:00:44.069000,0 days 01:57:08.809000,0 days 01:57:39.766000,0 days 01:58:23.835000,275.0,260.0,260.0,337.0,False,HARD,10.0,True,Alpine,0 days 01:56:41.770000,2024-04-21 08:05:00.443,1,14.0,False,,False,True,102.047
0 days 02:00:05.339000,GAS,10,0 days 00:01:41.522000,34.0,3.0,,,0 days 00:00:26.869000,0 days 00:00:30.671000,0 days 00:00:43.982000,0 days 01:58:50.704000,0 days 01:59:21.375000,0 days 02:00:05.357000,272.0,263.0,260.0,324.0,False,HARD,11.0,True,Alpine,0 days 01:58:23.817000,2024-04-21 08:06:42.490,1,14.0,False,,False,True,101.522
0 days 02:01:46.417000,GAS,10,0 days 00:01:41.078000,35.0,3.0,,,0 days 00:00:26.903000,0 days 00:00:30.400000,0 days 00:00:43.775000,0 days 02:00:32.260000,0 days 02:01:02.660000,0 days 02:01:46.435000,272.0,265.0,261.0,325.0,False,HARD,12.0,True,Alpine,0 days 02:00:05.339000,2024-04-21 08:08:24.012,1,14.0,False,,False,True,101.078
0 days 02:03:27.728000,GAS,10,0 days 00:01:41.311000,36.0,3.0,,,0 days 00:00:26.719000,0 days 00:00:30.619000,0 days 00:00:43.973000,0 days 02:02:13.154000,0 days 02:02:43.773000,0 days 02:03:27.746000,274.0,263.0,261.0,330.0,False,HARD,13.0,True,Alpine,0 days 02:01:46.417000,2024-04-21 08:10:05.090,1,14.0,False,,False,True,101.311
0 days 02:05:08.799000,GAS,10,0 days 00:01:41.071000,37.0,3.0,,,0 days 00:00:26.683000,0 days 00:00:30.446000,0 days 00:00:43.942000,0 days 02:03:54.429000,0 days 02:04:24.875000,0 days 02:05:08.817000,280.0,262.0,255.0,303.0,False,HARD,14.0,True,Alpine,0 days 02:03:27.728000,2024-04-21 08:11:46.401,1,13.0,False,,False,True,101.071
0 days 02:10:32.584000,GAS,10,0 days 00:01:39.198000,40.0,4.0,,,0 days 00:00:26.381000,0 days 00:00:29.724000,0 days 00:00:43.093000,0 days 02:09:19.785000,0 days 02:09:49.509000,0 days 02:10:32.602000,266.0,259.0,257.0,297.0,True,MEDIUM,2.0,True,Alpine,0 days 02:08:53.386000,2024-04-21 08:17:12.059,1,16.0,False,,False,True,99.198
0 days 02:12:12.342000,GAS,10,0 days 00:01:39.758000,41.0,4.0,,,0 days 00:00:26.464000,0 days 00:00:29.968000,0 days 00:00:43.326000,0 days 02:10:59.066000,0 days 02:11:29.034000,0 days 02:12:12.360000,266.0,258.0,257.0,295.0,False,MEDIUM,3.0,True,Alpine,0 days 02:10:32.584000,2024-04-21 08:18:51.257,1,15.0,False,,False,True,99.758
0 days 02:13:52.366000,GAS,10,0 days 00:01:40.024000,42.0,4.0,,,0 days 00:00:26.735000,0 days 00:00:29.824000,0 days 00:00:43.465000,0 days 02:12:39.095000,0 days 02:13:08.919000,0 days 02:13:52.384000,266.0,260.0,256.0,297.0,False,MEDIUM,4.0,True,Alpine,0 days 02:12:12.342000,2024-04-21 08:20:31.015,1,15.0,False,,False,True,100.024
0 days 02:15:32.395000,GAS,10,0 days 00:01:40.029000,43.0,4.0,,,0 days 00:00:26.675000,0 days 00:00:29.951000,0 days 00:00:43.403000,0 days 02:14:19.059000,0 days 02:14:49.010000,0 days 02:15:32.413000,266.0,260.0,257.0,298.0,False,MEDIUM,5.0,True,Alpine,0 days 02:13:52.366000,2024-04-21 08:22:11.039,1,15.0,False,,False,True,100.029
